region,latitude,longitude,price_czk,area_m2,vlastnictvi,energ_stitek,dist_vecerka_m,dist_obchod_m,dist_tram_m,dist_metro_m,dist_bus_mhd_m,url,construction,condition,floor,city,district,heating,rooms,kitchen,price_per_m2
Plzeňský kraj,49.13884092,13.23512556,4890000.0,41,1,3.0,140.0,,,,287.0,https://www.sreality.cz/detail/prodej/byt/2+kk/zelezna-ruda-zelezna-ruda-belvederska/3525689420,Panelová,5.0,4.0,Železná Ruda, Klatovy,Centrální dálkové,2.0,0.0,119268.29268292683
Středočeský kraj,50.29195775,14.82635715,4890000.0,8,1,1.0,52.0,,,,11.0,https://www.sreality.cz/detail/prodej/byt/3+kk/benatky-nad-jizerou-benatky-nad-jizerou-i-vaneckova/2068168780,Cihlová,2.0,2.0,Benátky nad Jizerou,Benátky nad Jizerou I,,3.0,0.0,611250.0
Plzeňský kraj,49.6160363,13.6032557,4890000.0,64,1,5.0,146.0,,,,188.0,https://www.sreality.cz/detail/prodej/byt/3+1/spalene-porici-spalene-porici-lipnicka/1924579404,Panelová,5.0,2.0,Spálené Poříčí, Plzeň-jih,Ústřední plynové,3.0,1.0,76406.25
Jihočeský kraj,48.99060299,14.46457672,4890000.0,52,1,5.0,725.0,439.0,,,125.0,https://www.sreality.cz/detail/prodej/byt/2+1/ceske-budejovice-ceske-budejovice-3-plzenska/1736949836,Panelová,4.0,8.0,České Budějovice,České Budějovice 3,Ústřední dálkové,2.0,1.0,94038.46153846153
Středočeský kraj,50.235493,14.860208,4890000.0,55,1,3.0,832.0,4076.0,,,141.0,https://www.sreality.cz/detail/prodej/byt/2+kk/milovice-mlada-topolova/3962683468,Panelová,5.0,2.0,Milovice,Mladá,,2.0,0.0,88909.09090909091
Hlavní město Praha,50.124694,14.487788,4890000.0,26,2,6.0,189.0,550.0,731.0,159.0,143.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-strizkov-rumburska/2918367308,Cihlová,4.0,2.0,Praha, Praha 9,Centrální dálkové,1.0,0.0,188076.92307692306
Jihočeský kraj,48.984817,14.43732622,4890000.0,78,1,6.0,313.0,440.0,,,197.0,https://www.sreality.cz/detail/prodej/byt/3+1/ceske-budejovice-ceske-budejovice-2-v-volfa/2175320140,Panelová,5.0,4.0,České Budějovice,České Budějovice 2,Ústřední dálkové,3.0,1.0,62692.307692307695
Jihomoravský kraj,49.18264256,16.67152242,4891000.0,30,1,6.0,712.0,317.0,683.0,,43.0,https://www.sreality.cz/detail/prodej/byt/1+kk/brno-slatina-hviezdoslavova/2461118540,Smíšená,9.0,3.0,Brno,Slatina,,1.0,0.0,163033.33333333334
Hlavní město Praha,50.10354165,14.51582174,4895000.0,23,1,3.0,254.0,1262.0,125.0,757.0,326.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-vysocany-kolma/722526284,Cihlová,4.0,3.0,Praha, Praha 9,Přímotop,1.0,0.0,212826.08695652173
Liberecký kraj,50.62187419,15.10366208,4895000.0,48,1,1.0,84.0,,,,184.0,https://www.sreality.cz/detail/prodej/byt/1+kk/pacerice-pacerice-/3295207500,Cihlová,7.0,1.0,Paceřice, Liberec,,1.0,0.0,101979.16666666667
Zlínský kraj,49.33280596,17.57782775,4895000.0,53,1,6.0,110.0,313.0,,,123.0,https://www.sreality.cz/detail/prodej/byt/2+kk/holesov-holesov-nam-dr-e-benese/3098690380,Cihlová,7.0,3.0,Holešov, Kroměříž,Plynový kondenzační kotel,2.0,0.0,92358.49056603774
Pardubický kraj,49.88870458,16.03680811,4895400.0,81,1,1.0,485.0,,,,75.0,https://www.sreality.cz/detail/prodej/byt/2+kk/luze-luze-zizkova/799858764,Cihlová,7.0,0.0,Luže, Chrudim,,2.0,0.0,60437.03703703704
Kraj Vysočina,49.39482175,15.59481512,4896000.0,61,1,3.0,254.0,273.0,,,151.0,https://www.sreality.cz/detail/prodej/byt/2+kk/jihlava-jihlava-jostova/3314999372,Cihlová,3.0,2.0,Jihlava,Jihlava,Plynový kondenzační kotel,2.0,0.0,80262.29508196721
Olomoucký kraj,50.07939099,16.93019181,4916361.0,64,2,6.0,709.0,,,,306.0,https://www.sreality.cz/detail/prodej/byt/3+kk/hanusovice-hanusovice-prazska/2072301644,Cihlová,7.0,3.0,Hanušovice, Šumperk,Tepelné čerpadlo,3.0,0.0,76818.140625
Liberecký kraj,50.59260669,14.63318728,4897000.0,79,1,5.0,280.0,,,,498.0,https://www.sreality.cz/detail/prodej/byt/2+kk/doksy-stare-splavy-dalibora-z-myslina/746603340,Cihlová,4.0,1.0,Doksy,Staré Splavy,Elektrokotel,2.0,0.0,61987.3417721519
Středočeský kraj,49.95010486,15.26598928,4898000.0,54,1,6.0,89.0,1825.0,,,18.0,https://www.sreality.cz/detail/prodej/byt/2+1/kutna-hora-kutna-hora-vnitrni-mesto-vaclavske-namesti/2203623500,Cihlová,3.0,2.0,Kutná Hora,Kutná Hora-Vnitřní Město,Plynový kotel,2.0,1.0,90703.70370370371
Středočeský kraj,49.95440575,15.27744069,4898000.0,68,1,5.0,235.0,677.0,,,92.0,https://www.sreality.cz/detail/prodej/byt/3+1/kutna-hora-hlouska-masarykova/3967340620,Panelová,3.0,5.0,Kutná Hora,Hlouška,Centrální dálkové,3.0,1.0,72029.41176470589
Středočeský kraj,49.95440575,15.27744069,4898000.0,68,1,5.0,235.0,677.0,,,92.0,https://www.sreality.cz/detail/prodej/byt/3+1/kutna-hora-hlouska-masarykova/3079655500,Panelová,3.0,5.0,Kutná Hora,Hlouška,Centrální dálkové,3.0,1.0,72029.41176470589
Zlínský kraj,49.46253345,17.97084653,4899000.0,75,1,4.0,422.0,1501.0,,,285.0,https://www.sreality.cz/detail/prodej/byt/3+1/valasske-mezirici-valasske-mezirici-havlickova/2722553932,Panelová,4.0,6.0,Valašské Meziříčí, Vsetín,Ústřední dálkové,3.0,1.0,65320.0
Plzeňský kraj,49.65795163,13.30271604,4899000.0,56,1,6.0,326.0,,,,173.0,https://www.sreality.cz/detail/prodej/byt/2+kk/dobrany-dobrany-loudu/4150517836,Cihlová,7.0,3.0,Dobřany, Plzeň-jih,Jiné,2.0,0.0,87482.14285714286
Zlínský kraj,49.20973418,17.53629016,4899000.0,69,1,1.0,1709.0,989.0,,,152.0,https://www.sreality.cz/detail/prodej/byt/3+1/otrokovice-otrokovice-na-ulicce/3370168396,Panelová,5.0,8.0,Otrokovice, Zlín,Ústřední dálkové,3.0,1.0,71000.0
Plzeňský kraj,49.723862,13.373733,4899000.0,68,1,5.0,313.0,90.0,614.0,,60.0,https://www.sreality.cz/detail/prodej/byt/3+1/plzen-jizni-predmesti-skupova/2029043788,Panelová,4.0,1.0,Plzeň,Jižní Předměstí,Ústřední dálkové,3.0,1.0,72044.11764705883
Olomoucký kraj,49.47954389,17.10822706,4899000.0,60,1,1.0,68.0,733.0,,,209.0,https://www.sreality.cz/detail/prodej/byt/3+kk/prostejov-prostejov-pod-kosirem/1772208204,Cihlová,4.0,2.0,Prostějov,Prostějov,Elektrokotel,3.0,0.0,81650.0
Královéhradecký kraj,50.430473,15.348986,4899999.0,63,1,5.0,37.0,493.0,,,91.0,https://www.sreality.cz/detail/prodej/byt/2+1/jicin-nove-mesto-lidicke-namesti/1195368524,Panelová,5.0,8.0,Jičín,Nové Město,,2.0,1.0,77777.76190476191
Královéhradecký kraj,50.430473,15.348986,4899999.0,63,1,5.0,37.0,493.0,,,91.0,https://www.sreality.cz/detail/prodej/byt/2+1/jicin-nove-mesto-lidicke-namesti/4032282700,Panelová,5.0,8.0,Jičín,Nové Město,,2.0,1.0,77777.76190476191
Jihomoravský kraj,49.36076218,16.65613936,4900000.0,57,1,1.0,222.0,1151.0,,,268.0,https://www.sreality.cz/detail/prodej/byt/2+1/blansko-blansko-sadova/1950322764,Cihlová,5.0,4.0,Blansko,Blansko,Plynový kotel,2.0,1.0,85964.91228070176
Středočeský kraj,50.10387614,13.7433917,4900000.0,76,1,1.0,584.0,842.0,,,62.0,https://www.sreality.cz/detail/prodej/byt/4+1/rakovnik-rakovnik-ii-vinohradska/1811468364,Panelová,3.0,3.0,Rakovník,Rakovník II,Centrální dálkové,4.0,1.0,64473.68421052631
Moravskoslezský kraj,49.822248,18.310108,4900000.0,65,1,1.0,1583.0,911.0,309.0,,621.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-slezska-ostrava-zarubecka/3312771148,Smíšená,4.0,2.0,Ostrava,Slezská Ostrava,Ústřední dálkové,3.0,0.0,75384.61538461539
Moravskoslezský kraj,49.822248,18.310108,4900000.0,65,1,1.0,1583.0,911.0,309.0,,621.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-slezska-ostrava-zarubecka/3982811212,Smíšená,4.0,2.0,Ostrava,Slezská Ostrava,Ústřední dálkové,3.0,0.0,75384.61538461539
Hlavní město Praha,50.0327225,14.4800837,4900000.0,33,1,5.0,1162.0,714.0,1973.0,528.0,280.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-chodov-augustinova/2971390028,Panelová,2.0,3.0,Praha, Praha 4,Ústřední dálkové,1.0,0.0,148484.84848484848
Hlavní město Praha,50.067759,14.401558,4900000.0,20,1,1.0,557.0,531.0,369.0,150.0,118.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-smichov-kovaku/3903705164,Cihlová,4.0,1.0,Praha, Praha 5,Přímotop,1.0,0.0,245000.0
Hlavní město Praha,50.11864228,14.51316953,10814308.0,56,2,6.0,763.0,1243.0,908.0,732.0,211.0,https://www.sreality.cz/detail/prodej/byt/2+kk/praha-praha-9-cakovicka/2983915596,Cihlová,8.0,2.0,Praha, Praha 9,,2.0,0.0,193112.64285714287
Hlavní město Praha,49.99627725,14.46779606,4900000.0,40,1,7.0,158.0,1748.0,1450.0,4202.0,51.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-pisnice-libusska/773967948,Skeletová,7.0,2.0,Praha, Praha 4,Plynový kondenzační kotel,1.0,0.0,122500.0
Hlavní město Praha,50.0554808,14.43339148,4900000.0,21,1,1.0,116.0,597.0,125.0,87.0,44.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-nusle-dacickeho/2872430668,Cihlová,4.0,1.0,Praha, Praha 4,,1.0,0.0,233333.33333333334
Olomoucký kraj,49.964671,16.983575,4900000.0,86,1,1.0,186.0,1212.0,,,151.0,https://www.sreality.cz/detail/prodej/byt/3+1/sumperk-sumperk-rooseveltova/3271151692,Cihlová,3.0,1.0,Šumperk,Šumperk,Plynový kotel,3.0,1.0,56976.74418604651
Jihomoravský kraj,49.15911585,16.26253686,4900000.0,58,1,6.0,14.0,,,,110.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ketkovice-ketkovice-/2570556236,Cihlová,8.0,2.0,Ketkovice, Brno-venkov,Plynový kotel,2.0,0.0,84482.75862068965
Jihomoravský kraj,49.15911585,16.26253686,4900000.0,58,1,6.0,,,,,110.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ketkovice-ketkovice-/708285260,Cihlová,8.0,3.0,Ketkovice, Brno-venkov,Plynový kotel,2.0,0.0,84482.75862068965
Jihomoravský kraj,49.15911585,16.26253686,4900000.0,58,1,6.0,14.0,,,,110.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ketkovice-ketkovice-/4132524876,Cihlová,8.0,2.0,Ketkovice, Brno-venkov,Plynový kotel,2.0,0.0,84482.75862068965
Jihomoravský kraj,49.15911585,16.26253686,4900000.0,58,1,6.0,14.0,,,,110.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ketkovice-ketkovice-/4015084364,Cihlová,7.0,3.0,Ketkovice, Brno-venkov,Plynový kotel,2.0,0.0,84482.75862068965
Olomoucký kraj,49.72737946,17.28444676,4900000.0,62,1,6.0,123.0,900.0,,,438.0,https://www.sreality.cz/detail/prodej/byt/3+1/sternberk-sternberk-unicovska/731766860,Panelová,5.0,3.0,Šternberk, Olomouc,Ústřední dálkové,3.0,1.0,79032.25806451614
Olomoucký kraj,49.53762715,17.37576305,4900000.0,107,1,4.0,2703.0,,,,140.0,https://www.sreality.cz/detail/prodej/byt/3+kk/trsice-prestavlky-/3788288076,Smíšená,4.0,2.0,Tršice,Přestavlky,"Tepelné čerpadlo, Krbová kamna, Kotel na tuhá paliva",3.0,0.0,45794.392523364484
Moravskoslezský kraj,49.78006932,18.43271226,4900000.0,95,2,3.0,110.0,96.0,,,188.0,https://www.sreality.cz/detail/prodej/byt/3+1/havirov-mesto-dlouha-trida/3588677708,Cihlová,3.0,5.0,Havířov,Město,Ústřední dálkové,3.0,1.0,51578.94736842105
Karlovarský kraj,50.23567856,12.88715037,4900000.0,90,1,1.0,204.0,1438.0,,,66.0,https://www.sreality.cz/detail/prodej/byt/2+1/karlovy-vary-drahovice-blahoslavova/1594688332,Cihlová,5.0,3.0,Karlovy Vary,Drahovice,Jiné,2.0,1.0,54444.444444444445
Jihočeský kraj,49.070216,13.627051,4900000.0,27,1,7.0,3746.0,,,,286.0,https://www.sreality.cz/detail/prodej/byt/1+kk/stachy-stachy-zadov/2151780428,Cihlová,7.0,2.0,Stachy, Prachatice,Tepelné čerpadlo,1.0,0.0,181481.4814814815
Pardubický kraj,49.95628452,15.81434228,4900000.0,71,1,4.0,586.0,910.0,,,61.0,https://www.sreality.cz/detail/prodej/byt/3+1/chrudim-chrudim-iv-na-vetrniku/4222738508,Panelová,5.0,9.0,Chrudim,Chrudim IV,Ústřední dálkové,3.0,1.0,69014.08450704225
Středočeský kraj,50.189144,14.648046,4900000.0,50,1,1.0,128.0,1886.0,,,123.0,https://www.sreality.cz/detail/prodej/byt/2+1/brandys-nad-labem-stara-boleslav-brandys-nad-labem-sidliste-bss/2571235404,Smíšená,5.0,1.0,Brandýs nad Labem-Stará Boleslav,Brandýs nad Labem,"WAW, Kamna",2.0,1.0,98000.0
Liberecký kraj,50.85622745,14.8444565,4900000.0,108,1,1.0,230.0,2545.0,,,106.0,https://www.sreality.cz/detail/prodej/byt/4+1/hradek-nad-nisou-hradek-nad-nisou-husova/3146096716,Cihlová,3.0,2.0,Hrádek nad Nisou, Liberec,,4.0,1.0,45370.37037037037
Kraj Vysočina,49.205657,15.889003,4900000.0,78,1,5.0,82.0,398.0,,,100.0,https://www.sreality.cz/detail/prodej/byt/3+1/trebic-horka-domky-hartmannova/874836044,Panelová,5.0,9.0,Třebíč,Horka-Domky,,3.0,1.0,62820.51282051282
Moravskoslezský kraj,49.80743608,18.23041755,4900000.0,63,1,5.0,43.0,608.0,474.0,,121.0,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-zabreh-horymirova/3274563660,Panelová,4.0,2.0,Ostrava,Zábřeh,Ústřední dálkové,3.0,1.0,77777.77777777778
Pardubický kraj,50.02356764,15.76222764,4900000.0,58,1,4.0,198.0,1272.0,,,52.0,https://www.sreality.cz/detail/prodej/byt/2+1/pardubice-zelene-predmesti-jilemnickeho/2920210508,Cihlová,2.0,3.0,Pardubice,Zelené Předměstí,Ústřední dálkové,2.0,1.0,84482.75862068965
Liberecký kraj,50.7406017,15.0676273,4900000.0,43,1,6.0,309.0,1173.0,1351.0,,103.0,https://www.sreality.cz/detail/prodej/byt/2+kk/liberec-liberec-xxv-vesec-jermanicka/2742804556,Panelová,5.0,3.0,Liberec,Liberec XXV-Vesec,Ústřední dálkové,2.0,0.0,113953.48837209302
Jihomoravský kraj,48.85259365,17.13740341,4900000.0,71,1,1.0,60.0,486.0,,,94.0,https://www.sreality.cz/detail/prodej/byt/3+1/hodonin-hodonin-javorova/3429232716,Panelová,4.0,3.0,Hodonín,Hodonín,Ústřední dálkové,3.0,1.0,69014.08450704225
Zlínský kraj,49.34085856,18.00069272,4900000.0,70,1,5.0,188.0,707.0,,,80.0,https://www.sreality.cz/detail/prodej/byt/2+kk/vsetin-vsetin-horni-namesti/1746858060,Cihlová,7.0,1.0,Vsetín,Vsetín,Ústřední dálkové,2.0,0.0,70000.0
Karlovarský kraj,50.236025,12.839855,4900000.0,87,1,1.0,437.0,328.0,,,187.0,https://www.sreality.cz/detail/prodej/byt/4+kk/karlovy-vary-rybare-rohova/1632301132,Cihlová,3.0,3.0,Karlovy Vary,Rybáře,WAW,4.0,0.0,56321.83908045977
Moravskoslezský kraj,49.64030309,18.14417258,4900000.0,118,1,1.0,18.0,3889.0,,,196.0,https://www.sreality.cz/detail/prodej/byt/4+1/pribor-pribor-namesti-sigmunda-freuda/3474714700,Smíšená,3.0,3.0,Příbor, Nový Jičín,Plynový kotel,4.0,1.0,41525.42372881356
Jihomoravský kraj,49.250507,16.666636,4900000.0,42,1,4.0,595.0,5626.0,2671.0,,98.0,https://www.sreality.cz/detail/prodej/byt/2+kk/bilovice-nad-svitavou-bilovice-nad-svitavou-lesni/2280030284,Cihlová,3.0,1.0,Bílovice nad Svitavou, Brno-venkov,Plynový kotel,2.0,0.0,116666.66666666667
Středočeský kraj,50.212872,13.67509376,4900000.0,65,1,6.0,47.0,,,,208.0,https://www.sreality.cz/detail/prodej/byt/3+kk/kounov-kounov-/3623321676,Kamenná,5.0,1.0,Kounov, Rakovník,Tepelné čerpadlo,3.0,0.0,75384.61538461539
Olomoucký kraj,49.96514735,16.97176194,4900000.0,83,1,4.0,243.0,925.0,,,171.0,https://www.sreality.cz/detail/prodej/byt/2+kk/sumperk-sumperk-radnicni/2294120524,Smíšená,6.0,2.0,Šumperk,Šumperk,,2.0,0.0,59036.14457831325
Karlovarský kraj,50.2357358,12.8872604,4900000.0,90,1,5.0,204.0,1438.0,,,66.0,https://www.sreality.cz/detail/prodej/byt/2+1/karlovy-vary-drahovice-blahoslavova/3653239628,Cihlová,5.0,3.0,Karlovy Vary,Drahovice,Lokální plynové,2.0,1.0,54444.444444444445
Plzeňský kraj,49.73827538,13.37055689,4900000.0,66,1,4.0,25.0,1264.0,49.0,,87.0,https://www.sreality.cz/detail/prodej/byt/2+kk/plzen-jizni-predmesti-klatovska-trida/1180078156,Cihlová,4.0,3.0,Plzeň,Jižní Předměstí,Plynový kotel,2.0,0.0,74242.42424242424
Jihočeský kraj,48.68720677,14.12132678,4900000.0,45,1,6.0,4297.0,,,,2302.0,https://www.sreality.cz/detail/prodej/byt/2+kk/frymburk-kovarov-/1760661580,Cihlová,5.0,1.0,Frymburk,Kovářov,"Elektrokotel, Krbová kamna",2.0,0.0,108888.88888888889
Karlovarský kraj,50.22258034,12.88883693,4900000.0,72,1,1.0,59.0,1426.0,,,75.0,https://www.sreality.cz/detail/prodej/byt/3+kk/karlovy-vary-karlovy-vary-raisova/4055019596,Cihlová,5.0,3.0,Karlovy Vary,Karlovy Vary,Infrapanel,3.0,0.0,68055.55555555556
Středočeský kraj,50.2552711,14.5159864,4900000.0,64,2,1.0,183.0,1553.0,,,24.0,https://www.sreality.cz/detail/prodej/byt/3+kk/neratovice-neratovice-ctvercova/560963660,Cihlová,3.0,2.0,Neratovice, Mělník,,3.0,0.0,76562.5
Moravskoslezský kraj,49.84659,18.168571,4900000.0,83,1,5.0,275.0,952.0,973.0,,205.0,https://www.sreality.cz/detail/prodej/byt/3+1/ostrava-poruba-zdenka-stepanka/2732008268,Panelová,2.0,5.0,Ostrava,Poruba,Ústřední dálkové,3.0,1.0,59036.14457831325
Jihočeský kraj,48.9665762,14.5048789,4900000.0,41,1,7.0,338.0,1664.0,,,88.0,https://www.sreality.cz/detail/prodej/byt/2+kk/ceske-budejovice-ceske-budejovice-5-ledenicka/1219314508,Smíšená,7.0,3.0,České Budějovice,České Budějovice 5,,2.0,0.0,119512.19512195123
Moravskoslezský kraj,49.67763727,18.67078492,4900000.0,101,1,7.0,1234.0,2374.0,,,32.0,https://www.sreality.cz/detail/prodej/byt/4+kk/trinec-trinec-/725435212,Cihlová,7.0,1.0,Třinec, Frýdek-Místek,,4.0,0.0,48514.851485148516
Karlovarský kraj,50.233756,12.891545,4900000.0,56,1,1.0,143.0,1464.0,,,80.0,https://www.sreality.cz/detail/prodej/byt/2+1/karlovy-vary-drahovice-gagarinova/2396853068,Panelová,5.0,3.0,Karlovy Vary,Drahovice,Centrální dálkové,2.0,1.0,87500.0
Královéhradecký kraj,50.36806782,15.63786757,4900000.0,77,1,4.0,185.0,,,,191.0,https://www.sreality.cz/detail/prodej/byt/3+1/horice-horice-pod-lipou/1676264268,Panelová,3.0,3.0,Hořice, Jičín,Ústřední dálkové,3.0,1.0,63636.36363636364
Moravskoslezský kraj,49.547085,18.337216,4900000.0,34,1,6.0,179.0,,,,62.0,https://www.sreality.cz/detail/prodej/byt/1+kk/celadna-celadna-/2844595020,Cihlová,5.0,2.0,Čeladná, Frýdek-Místek,Radiátory,1.0,0.0,144117.64705882352
Středočeský kraj,50.2214513,14.1616175,4900000.0,71,1,1.0,237.0,,,,242.0,https://www.sreality.cz/detail/prodej/byt/3+1/podlesin-podlesin-/1335817036,Smíšená,3.0,2.0,Podlešín, Kladno,Plynový kondenzační kotel,3.0,1.0,69014.08450704225
Moravskoslezský kraj,49.838559,18.087606,4900000.0,120,1,1.0,498.0,4319.0,153.0,,224.0,https://www.sreality.cz/detail/prodej/byt/4+1/dolni-lhota-dolni-lhota-k-nadrazi/3586117708,Cihlová,3.0,2.0,Dolní Lhota, Ostrava-město,Plynový kondenzační kotel,4.0,1.0,40833.333333333336
Kraj Vysočina,49.22371492,15.88409037,4900000.0,69,1,5.0,90.0,1268.0,,,61.0,https://www.sreality.cz/detail/prodej/byt/3+1/trebic-nove-dvory-kpt-jarose/3807244364,Panelová,2.0,6.0,Třebíč,Nové Dvory,Ústřední dálkové,3.0,1.0,71014.49275362318
Zlínský kraj,49.2055127,17.5807808,4900000.0,69,1,1.0,1060.0,636.0,,,112.0,https://www.sreality.cz/detail/prodej/byt/3+1/zlin-malenovice-husova/1519177804,Panelová,2.0,2.0,Zlín,Malenovice,Ústřední dálkové,3.0,1.0,71014.49275362318
Jihomoravský kraj,49.30847807,16.53165635,4900000.0,52,1,4.0,170.0,215.0,,,92.0,https://www.sreality.cz/detail/prodej/byt/2+1/kurim-kurim-na-kralovkach/1556009036,Panelová,2.0,5.0,Kuřim, Brno-venkov,,2.0,1.0,94230.76923076923
Jihomoravský kraj,49.01317399,17.13662752,4900000.0,73,1,5.0,117.0,2159.0,,,127.0,https://www.sreality.cz/detail/prodej/byt/3+1/kyjov-kyjov-sidliste-u-vodojemu/2706563148,Panelová,5.0,2.0,Kyjov, Hodonín,Centrální dálkové,3.0,1.0,67123.28767123287
Středočeský kraj,50.14751941,15.11873852,4900000.0,32,1,1.0,119.0,2185.0,,,291.0,https://www.sreality.cz/detail/prodej/byt/1+kk/podebrady-podebrady-ii-studentska/1572327500,Smíšená,5.0,4.0,Poděbrady,Poděbrady II,,1.0,0.0,153125.0
Zlínský kraj,49.20627962,17.58838362,4900000.0,62,1,4.0,511.0,435.0,,,186.0,https://www.sreality.cz/detail/prodej/byt/3+1/zlin-malenovice-trida-svobody/3682254924,Panelová,5.0,5.0,Zlín,Malenovice,,3.0,1.0,79032.25806451614
Moravskoslezský kraj,49.83069796,18.17461086,4900000.0,78,2,1.0,122.0,970.0,106.0,,23.0,https://www.sreality.cz/detail/prodej/byt/3+kk/ostrava-poruba-porubska/3950432332,Cihlová,3.0,5.0,Ostrava,Poruba,Ústřední dálkové,3.0,0.0,62820.51282051282
Olomoucký kraj,49.59466767,17.22898026,4900000.0,51,1,1.0,631.0,379.0,155.0,,479.0,https://www.sreality.cz/detail/prodej/byt/2+1/olomouc-neredin-delnicka/4164141132,Panelová,3.0,3.0,Olomouc,Neředín,,2.0,1.0,96078.43137254902
Jihomoravský kraj,49.168794,16.716026,4900000.0,34,1,4.0,222.0,3874.0,3896.0,,227.0,https://www.sreality.cz/detail/prodej/byt/1+1/slapanice-slapanice-brnenska/2812854348,Panelová,5.0,2.0,Šlapanice, Brno-venkov,Centrální dálkové,1.0,1.0,144117.64705882352
Pardubický kraj,49.93961155,15.79860781,4900000.0,70,1,4.0,81.0,371.0,,,99.0,https://www.sreality.cz/detail/prodej/byt/3+1/chrudim-chrudim-iii-u-stadionu/308854860,Panelová,3.0,7.0,Chrudim,Chrudim III,Centrální dálkové,3.0,1.0,70000.0
Karlovarský kraj,49.96062144,12.69863606,4900000.0,100,1,2.0,292.0,405.0,,,137.0,https://www.sreality.cz/detail/prodej/byt/3+1/marianske-lazne-marianske-lazne-stavbaru/3427962956,Skeletová,3.0,4.0,Mariánské Lázně, Cheb,Ústřední dálkové,3.0,1.0,49000.0
Pardubický kraj,50.03360718,15.77506302,4900000.0,62,1,1.0,142.0,454.0,,,203.0,https://www.sreality.cz/detail/prodej/byt/1+kk/pardubice-zelene-predmesti-hronovicka/1276166220,Cihlová,5.0,1.0,Pardubice,Zelené Předměstí,Elektrokotel,1.0,0.0,79032.25806451614
Středočeský kraj,50.22503674,14.42208313,4900000.0,41,1,3.0,80.0,6039.0,,,178.0,https://www.sreality.cz/detail/prodej/byt/2+kk/odolena-voda-dolinek-namesti-vitezslava-halka/3728195660,Panelová,3.0,4.0,Odolena Voda,Dolínek,Plynový kotel,2.0,0.0,119512.19512195123
Hlavní město Praha,50.05467514,14.39793436,4900000.0,27,1,4.0,1058.0,2026.0,641.0,736.0,41.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-radlice-nad-konvarkou/3991126092,Panelová,5.0,4.0,Praha, Praha 5,Centrální dálkové,1.0,0.0,181481.4814814815
Královéhradecký kraj,50.2203257,15.8489014,4900000.0,53,1,1.0,98.0,759.0,,,64.0,https://www.sreality.cz/detail/prodej/byt/3+1/hradec-kralove-slezske-predmesti-severni/785629260,Panelová,2.0,6.0,Hradec Králové,Slezské Předměstí,,3.0,1.0,92452.83018867925
Královéhradecký kraj,50.621873,15.819386,4904000.0,56,1,6.0,329.0,,,,540.0,https://www.sreality.cz/detail/prodej/byt/2+kk/svoboda-nad-upou-svoboda-nad-upou-nadrazni/889061964,Cihlová,4.0,1.0,Svoboda nad Úpou, Trutnov,Tepelné čerpadlo,2.0,0.0,87571.42857142857
Liberecký kraj,50.785215,15.035149,4910653.0,43,1,6.0,1206.0,368.0,2351.0,,27.0,https://www.sreality.cz/detail/prodej/byt/1+kk/liberec-liberec-xii-stare-pavlovice-polni/1265152844,Smíšená,7.0,2.0,Liberec,Liberec XII-Staré Pavlovice,Podlahové,1.0,0.0,114201.23255813954
Plzeňský kraj,49.7368429,13.39457743,4910728.0,54,1,5.0,117.0,704.0,97.0,,368.0,https://www.sreality.cz/detail/prodej/byt/2+1/plzen-vychodni-predmesti-jablonskeho/678019148,Panelová,5.0,5.0,Plzeň,Východní Předměstí,Ústřední dálkové,2.0,1.0,90939.4074074074
Středočeský kraj,50.0289964,15.19158384,4912740.0,70,1,6.0,396.0,407.0,,,65.0,https://www.sreality.cz/detail/prodej/byt/2+kk/kolin-kolin-prazska/251301964,Skeletová,7.0,0.0,Kolín,Kolín,Plynový kondenzační kotel,2.0,0.0,70182.0
Hlavní město Praha,50.09024094,14.46856947,4920000.0,25,1,4.0,799.0,1342.0,61.0,837.0,89.0,https://www.sreality.cz/detail/prodej/byt/1+kk/praha-zizkov-hartigova/3175075916,Cihlová,5.0,2.0,Praha, Praha 3,Plynový kotel,1.0,0.0,196800.0
Liberecký kraj,50.76999593,15.05844832,4920000.0,46,1,6.0,104.0,134.0,443.0,,13.0,https://www.sreality.cz/detail/prodej/byt/1+kk/liberec-liberec-/545231436,Cihlová,8.0,5.0,Liberec,Liberec,Ústřední dálkové,1.0,0.0,106956.52173913043
